SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,SUBDIV_NORMAL_ANNUAL,SUBDIV_NORMAL_MONSOON,CLIMATIC_ZONE,ANNUAL_PDN,MONSOON_PDN,ANNUAL_ZSCORE,MONSOON_ZSCORE,LAG1_ANNUAL,LAG2_ANNUAL,LAG3_ANNUAL,LAG1_MONSOON,ANNUAL_MOMENTUM,ROLL3_MEAN_ANNUAL,ROLL5_MEAN_ANNUAL,ROLL5_STD_ANNUAL,DECADAL_DRIFT,WINTER_PCT,PRE_MONSOON_PCT,MONSOON_CONCENTRATION_PCT,RETREATING_MONSOON_PCT,EARLY_VS_LATE_MONSOON_RATIO,JUNE_ONSET_PDN,IMD_DROUGHT_CATEGORY,IS_DROUGHT_YEAR
KONKAN & GOA,1939,0.20,0.00,0.40,5.80,0.10,509.60,1116.80,817.10,227.90,58.00,22.70,0.00,2758.60,0.20,6.30,2671.40,80.70,2977.68,2794.14,Hyper-Pluvial,-7.36,-4.39,-0.452,-0.269,3495.50,3191.90,2783.30,3006.70,+303.60,3156.90,3057.12,345.36,+116.95,0.01,0.23,96.84,2.93,1.556,-25.99,Normal,0
KONKAN & GOA,1940,4.80,6.10,2.80,1.90,7.90,668.30,1105.90,987.10,328.90,172.70,26.70,0.60,3313.70,10.90,12.60,3090.20,200.00,2977.68,2794.14,Hyper-Pluvial,+11.28,+10.60,+0.693,+0.649,2758.60,3495.50,3191.90,2671.40,-736.90,3148.67,2954.38,342.46,+141.88,0.33,0.38,93.26,6.04,1.348,-2.94,Normal,0
KONKAN & GOA,1941,17.10,0.20,0.10,1.00,5.10,602.70,718.00,282.00,194.60,61.40,0.20,7.30,1889.70,17.30,6.20,1797.30,68.90,2977.68,2794.14,Hyper-Pluvial,-36.54,-35.68,-2.243,-2.185,3313.70,2758.60,3495.50,3090.20,+555.10,3189.27,3108.60,292.24,+188.67,0.92,0.33,95.11,3.65,2.771,-12.47,Deficient (Moderate Drought),1
KONKAN & GOA,1942,0.00,0.00,0.00,3.30,2.60,987.60,1386.30,536.70,312.00,37.10,1.40,12.40,3279.40,0.00,5.90,3222.60,50.90,2977.68,2794.14,Hyper-Pluvial,+10.13,+15.33,+0.622,+0.939,1889.70,3313.70,2758.60,1797.30,-1424.00,2654.00,2929.88,573.97,-22.29,0.00,0.18,98.27,1.55,2.797,+43.43,Normal,0
KONKAN & GOA,1943,3.60,0.00,0.10,0.00,200.00,788.00,1313.10,281.80,468.40,168.40,27.80,0.00,3251.20,3.60,200.10,2851.30,196.20,2977.68,2794.14,Hyper-Pluvial,+9.19,+2.05,+0.564,+0.125,3279.40,1889.70,3313.70,3222.60,+1389.70,2827.60,2947.38,582.96,+9.36,0.11,6.15,87.70,6.03,2.801,+14.44,Normal,0
KONKAN & GOA,1944,0.10,0.00,0.70,0.00,17.50,542.50,1456.00,658.60,85.70,177.00,14.10,0.00,2952.20,0.10,18.20,2742.80,191.10,2977.68,2794.14,Hyper-Pluvial,-0.86,-1.84,-0.053,-0.113,3251.20,3279.40,1889.70,2851.30,-28.20,2806.77,2898.52,543.90,+0.14,0.00,0.62,92.91,6.47,2.685,-21.21,Normal,0
KONKAN & GOA,1945,8.80,0.00,0.00,0.90,1.10,733.20,1394.20,709.40,348.40,44.90,3.60,0.00,3244.50,8.80,2.00,3185.20,48.50,2977.68,2794.14,Hyper-Pluvial,+8.96,+14.00,+0.550,+0.857,2952.20,3251.20,3279.40,2742.80,-299.00,3160.93,2937.24,539.43,-31.87,0.27,0.06,98.17,1.49,2.011,+6.48,Normal,0
KONKAN & GOA,1946,0.00,0.00,0.00,14.40,30.00,787.90,1085.70,878.90,334.00,47.30,170.40,10.40,3359.00,0.00,44.40,3086.50,228.10,2977.68,2794.14,Hyper-Pluvial,+12.81,+10.46,+0.786,+0.641,3244.50,2952.20,3251.20,3185.20,+292.30,3149.30,2923.40,530.41,+38.32,0.00,1.32,91.89,6.79,1.545,+14.43,Normal,0
KONKAN & GOA,1947,4.90,0.00,5.80,67.30,7.50,398.30,1133.90,919.20,497.50,50.80,2.00,2.90,3090.10,4.90,80.60,2948.90,55.70,2977.68,2794.14,Hyper-Pluvial,+3.78,+5.54,+0.232,+0.339,3359.00,3244.50,2952.20,3086.50,+114.50,3185.23,3217.26,138.64,+95.89,0.16,2.61,95.43,1.80,1.082,-42.16,Normal,0
KONKAN & GOA,1948,10.50,0.00,0.20,2.30,7.20,599.30,1080.40,797.30,376.60,77.70,168.10,0.00,3119.60,10.50,9.70,2853.60,245.80,2977.68,2794.14,Hyper-Pluvial,+4.77,+2.13,+0.293,+0.130,3090.10,3359.00,3244.50,2948.90,-268.90,3231.20,3179.40,142.30,+85.71,0.34,0.31,91.47,7.88,1.431,-12.96,Normal,0
KONKAN & GOA,1949,0.20,0.00,0.10,1.30,128.90,442.20,1147.30,594.70,782.30,108.30,8.40,0.00,3213.70,0.20,130.30,2966.50,116.70,2977.68,2794.14,Hyper-Pluvial,+7.93,+6.17,+0.487,+0.378,3119.60,3090.10,3359.00,2853.60,+29.50,3189.57,3153.08,138.71,+48.12,0.01,4.05,92.31,3.63,1.154,-35.78,Normal,0
KONKAN & GOA,1950,0.00,0.00,0.20,0.20,21.30,364.10,1336.10,302.60,777.50,119.10,8.10,0.00,2929.20,0.00,21.70,2780.30,127.20,2977.68,2794.14,Hyper-Pluvial,-1.63,-0.50,-0.100,-0.030,3213.70,3119.60,3090.10,2966.50,+94.10,3141.13,3205.38,95.76,+93.63,0.00,0.74,94.92,4.34,1.574,-47.12,Normal,0
KONKAN & GOA,1951,0.00,0.00,2.50,9.80,22.70,730.40,1114.70,507.60,129.00,296.30,36.30,0.00,2849.30,0.00,35.00,2481.70,332.60,2977.68,2794.14,Hyper-Pluvial,-4.31,-11.18,-0.265,-0.685,2929.20,3213.70,3119.60,2780.30,-284.50,3087.50,3142.32,141.92,+55.18,0.00,1.23,87.10,11.67,2.898,+6.07,Normal,0
KONKAN & GOA,1952,0.00,0.00,0.00,2.80,23.50,729.40,1013.10,512.30,87.50,151.50,0.00,1.80,2521.90,0.00,26.30,2342.30,153.30,2977.68,2794.14,Hyper-Pluvial,-15.31,-16.17,-0.940,-0.990,2849.30,2929.20,3213.70,2481.70,-79.90,2997.40,3040.38,132.41,+151.14,0.00,1.04,92.88,6.08,2.905,+5.93,Normal,0
KONKAN & GOA,1953,0.00,0.00,0.00,15.40,0.00,910.30,1321.90,713.30,210.50,156.10,0.20,0.00,3327.70,0.00,15.40,3156.00,156.30,2977.68,2794.14,Hyper-Pluvial,+11.75,+12.95,+0.722,+0.793,2521.90,2849.30,2929.20,2342.30,-327.40,2766.80,2926.74,240.60,+75.39,0.00,0.46,94.84,4.70,2.416,+32.20,Normal,0
KONKAN & GOA,1954,0.00,2.40,3.50,7.20,3.90,581.50,1470.80,912.80,750.70,48.90,0.10,8.60,3790.40,2.40,14.60,3715.80,57.60,2977.68,2794.14,Hyper-Pluvial,+27.29,+32.99,+1.675,+2.020,3327.70,2521.90,2849.30,3156.00,+805.80,2899.63,2968.36,284.38,+83.04,0.06,0.39,98.03,1.52,1.234,-15.55,Excess (Deluge),0
KONKAN & GOA,1955,0.20,0.00,2.20,11.60,34.20,779.20,995.90,1299.80,463.00,297.10,14.20,0.00,3897.40,0.20,48.00,3537.90,311.30,2977.68,2794.14,Hyper-Pluvial,+30.89,+26.62,+1.896,+1.630,3790.40,3327.70,2521.90,3715.80,+462.70,3213.33,3083.70,436.67,+166.86,0.01,1.23,90.78,7.99,1.007,+13.16,Excess (Deluge),0
KONKAN & GOA,1956,0.00,0.30,0.00,5.80,176.40,780.20,1325.80,700.80,433.40,195.00,46.00,0.00,3663.70,0.30,182.20,3240.20,241.00,2977.68,2794.14,Hyper-Pluvial,+23.04,+15.96,+1.414,+0.978,3897.40,3790.40,3327.70,3537.90,+107.00,3671.83,3277.34,529.93,+232.15,0.01,4.97,88.44,6.58,1.857,+13.31,Excess (Deluge),0
KONKAN & GOA,1957,0.00,0.00,0.00,1.70,30.60,593.80,1175.00,1051.70,130.60,86.60,52.90,0.60,3123.50,0.00,32.30,2951.10,140.10,2977.68,2794.14,Hyper-Pluvial,+4.90,+5.62,+0.301,+0.344,3663.70,3897.40,3790.40,3240.20,-233.70,3783.83,3440.22,497.50,+262.62,0.00,1.03,94.48,4.49,1.496,-13.76,Normal,0
KONKAN & GOA,1958,0.20,0.10,0.20,9.00,34.80,1044.50,1280.20,1177.90,383.70,54.80,14.70,0.20,4000.30,0.30,44.00,3886.30,69.70,2977.68,2794.14,Hyper-Pluvial,+34.34,+39.09,+2.108,+2.394,3123.50,3663.70,3897.40,2951.10,-540.20,3561.53,3560.54,290.58,+265.96,0.01,1.10,97.15,1.74,1.489,+51.69,Excess (Deluge),0
KONKAN & GOA,1959,0.00,0.00,0.00,6.00,36.20,750.10,1357.10,690.90,521.80,201.40,24.80,0.30,3588.60,0.00,42.20,3319.90,226.50,2977.68,2794.14,Hyper-Pluvial,+20.52,+18.82,+1.259,+1.152,4000.30,3123.50,3663.70,3886.30,+876.80,3595.83,3695.06,306.88,+354.03,0.00,1.18,92.51,6.31,1.738,+8.94,Excess (Deluge),0
KONKAN & GOA,1960,0.00,0.00,0.00,1.10,81.00,920.10,1140.90,501.80,285.10,82.00,15.30,0.50,3027.80,0.00,82.10,2847.90,97.80,2977.68,2794.14,Hyper-Pluvial,+1.68,+1.92,+0.103,+0.118,3588.60,4000.30,3123.50,3319.90,-411.70,3570.80,3654.70,304.95,+391.52,0.00,2.71,94.06,3.23,2.619,+33.62,Normal,0
KONKAN & GOA,1961,0.00,5.20,0.00,2.30,182.20,738.00,1543.30,712.60,486.10,248.90,2.40,0.00,3921.00,5.20,184.50,3480.00,251.30,2977.68,2794.14,Hyper-Pluvial,+31.68,+24.55,+1.945,+1.503,3027.80,3588.60,4000.30,2847.90,-560.80,3538.90,3480.78,359.95,+401.38,0.13,4.71,88.75,6.41,1.903,+7.18,Excess (Deluge),0
KONKAN & GOA,1962,0.20,0.00,0.10,0.70,129.50,435.50,1355.10,880.40,525.90,48.80,12.80,96.20,3485.20,0.20,130.30,3196.90,157.80,2977.68,2794.14,Hyper-Pluvial,+17.04,+14.41,+1.046,+0.883,3921.00,3027.80,3588.60,3480.00,+893.20,3512.47,3532.24,398.73,+508.55,0.01,3.74,91.73,4.53,1.273,-36.75,Normal,0
KONKAN & GOA,1963,0.00,0.10,0.10,1.10,7.60,594.50,1178.80,1414.70,306.30,91.90,11.70,0.00,3606.80,0.10,8.80,3494.30,103.60,2977.68,2794.14,Hyper-Pluvial,+21.13,+25.06,+1.297,+1.534,3485.20,3921.00,3027.80,3196.90,-435.80,3478.00,3604.58,347.53,+604.88,0.00,0.24,96.88,2.87,1.030,-13.66,Excess (Deluge),0
KONKAN & GOA,1964,0.00,0.00,0.00,0.90,5.20,690.30,908.30,1031.80,378.90,158.00,18.90,0.40,3192.70,0.00,6.10,3009.30,177.30,2977.68,2794.14,Hyper-Pluvial,+7.22,+7.70,+0.443,+0.472,3606.80,3485.20,3921.00,3494.30,+121.60,3671.00,3525.88,288.56,+632.79,0.00,0.19,94.26,5.55,1.133,+0.25,Normal,0
KONKAN & GOA,1965,3.40,0.00,0.00,5.70,0.10,817.60,1393.70,608.80,147.50,8.90,2.20,83.70,3071.60,3.40,5.80,2967.60,94.80,2977.68,2794.14,Hyper-Pluvial,+3.15,+6.21,+0.194,+0.380,3192.70,3606.80,3485.20,3009.30,-414.10,3428.23,3446.70,313.71,+573.02,0.11,0.19,96.61,3.09,2.924,+18.74,Normal,0
KONKAN & GOA,1966,0.00,0.00,0.00,0.20,64.70,370.00,1168.80,224.10,443.50,43.90,111.30,1.10,2427.60,0.00,64.90,2206.40,156.30,2977.68,2794.14,Hyper-Pluvial,-18.47,-21.03,-1.134,-1.288,3071.60,3192.70,3606.80,2967.60,-121.10,3290.37,3455.46,302.29,+490.44,0.00,2.67,90.89,6.44,2.305,-46.27,Normal,0
KONKAN & GOA,1967,0.00,0.00,7.70,0.80,7.50,768.90,1109.20,416.90,317.10,109.60,0.70,14.00,2752.40,0.00,16.00,2612.10,124.30,2977.68,2794.14,Hyper-Pluvial,-7.57,-6.51,-0.464,-0.399,2427.60,3071.60,3192.70,2206.40,-644.00,2897.30,3156.78,412.46,+366.83,0.00,0.58,94.90,4.52,2.559,+11.67,Normal,0
KONKAN & GOA,1968,0.00,0.30,0.10,6.00,1.50,556.90,1134.70,318.70,202.10,130.40,8.60,0.00,2359.30,0.30,7.60,2212.40,139.00,2977.68,2794.14,Hyper-Pluvial,-20.77,-20.82,-1.275,-1.275,2752.40,2427.60,3071.60,2612.10,+324.80,2750.53,3010.22,399.72,+329.72,0.01,0.32,93.77,5.89,3.248,-19.12,Deficient (Moderate Drought),1
KONKAN & GOA,1969,0.00,0.00,0.00,1.10,2.40,666.50,1282.20,527.10,586.00,37.90,23.20,0.90,3127.30,0.00,3.50,3061.80,62.00,2977.68,2794.14,Hyper-Pluvial,+5.02,+9.58,+0.308,+0.587,2359.30,2752.40,2427.60,2212.40,-393.10,2513.10,2760.72,333.30,+165.62,0.00,0.11,97.91,1.98,1.751,-3.21,Normal,0
KONKAN & GOA,1970,0.00,0.00,0.00,1.50,74.50,963.30,993.80,1164.80,312.70,85.80,0.00,0.20,3596.60,0.00,76.00,3434.60,86.00,2977.68,2794.14,Hyper-Pluvial,+20.79,+22.92,+1.276,+1.404,3127.30,2359.30,2752.40,3061.80,+768.00,2746.33,2747.64,316.97,+119.49,0.00,2.11,95.50,2.39,1.325,+39.90,Excess (Deluge),0
KONKAN & GOA,1971,0.00,0.00,0.00,0.30,85.10,1011.90,650.80,602.00,362.60,40.40,0.90,0.00,2754.00,0.00,85.40,2627.30,41.30,2977.68,2794.14,Hyper-Pluvial,-7.51,-5.97,-0.461,-0.366,3596.60,3127.30,2359.30,3434.60,+469.30,3027.73,2852.64,461.09,+176.37,0.00,3.10,95.40,1.50,1.724,+46.96,Normal,0
KONKAN & GOA,1972,0.00,0.10,0.00,0.60,10.70,662.00,731.60,293.90,138.80,8.50,26.80,0.00,1873.00,0.10,11.30,1826.30,35.30,2977.68,2794.14,Hyper-Pluvial,-37.10,-34.64,-2.277,-2.121,2754.00,3596.60,3127.30,2627.30,-842.60,3159.30,2917.92,417.32,+59.67,0.01,0.60,97.51,1.88,3.221,-3.86,Deficient (Moderate Drought),1
KONKAN & GOA,1973,0.00,0.40,0.00,0.00,3.10,455.90,922.10,910.60,437.40,103.60,2.90,0.20,2836.20,0.40,3.10,2726.00,106.70,2977.68,2794.14,Hyper-Pluvial,-4.75,-2.44,-0.292,-0.149,1873.00,2754.00,3596.60,1826.30,-881.00,2741.20,2742.04,596.75,-101.55,0.01,0.11,96.11,3.76,1.022,-33.79,Normal,0
KONKAN & GOA,1974,0.70,0.00,0.00,6.80,73.90,508.20,1133.00,774.40,351.10,238.60,0.00,0.00,3086.70,0.70,80.70,2766.70,238.60,2977.68,2794.14,Hyper-Pluvial,+3.66,-0.98,+0.225,-0.060,2836.20,1873.00,2754.00,2726.00,+963.20,2487.73,2837.42,565.23,-178.61,0.02,2.61,89.63,7.73,1.458,-26.19,Normal,0
KONKAN & GOA,1975,0.00,0.10,0.00,1.00,13.60,856.90,1027.00,848.00,556.00,192.70,20.20,0.00,3515.50,0.10,14.60,3287.90,212.90,2977.68,2794.14,Hyper-Pluvial,+18.06,+17.67,+1.109,+1.082,3086.70,2836.20,1873.00,2766.70,+250.50,2598.63,2829.30,561.29,-189.21,0.00,0.42,93.53,6.06,1.342,+24.45,Normal,0
KONKAN & GOA,1976,0.00,0.00,1.60,0.40,4.50,635.10,1279.20,690.10,360.70,20.30,71.00,0.00,3062.90,0.00,6.50,2965.10,91.30,2977.68,2794.14,Hyper-Pluvial,+2.86,+6.12,+0.176,+0.375,3515.50,3086.70,2836.20,3287.90,+428.80,3146.13,2813.08,539.64,-144.82,0.00,0.21,96.81,2.98,1.822,-7.77,Normal,0
KONKAN & GOA,1977,0.00,0.00,0.80,1.30,10.30,583.00,1384.60,580.50,386.90,77.00,78.80,0.20,3103.40,0.00,12.40,2935.00,156.00,2977.68,2794.14,Hyper-Pluvial,+4.22,+5.04,+0.259,+0.309,3062.90,3515.50,3086.70,2965.10,-452.60,3221.70,2874.86,546.97,-81.29,0.00,0.40,94.57,5.03,2.034,-15.33,Normal,0
KONKAN & GOA,1978,0.00,0.00,0.00,8.30,86.60,946.20,907.20,575.40,243.00,67.20,48.80,2.80,2885.50,0.00,94.90,2671.80,118.80,2977.68,2794.14,Hyper-Pluvial,-3.10,-4.38,-0.190,-0.268,3103.40,3062.90,3515.50,2935.00,+40.50,3227.27,3120.94,219.82,-46.19,0.00,3.29,92.59,4.12,2.265,+37.42,Normal,0
KONKAN & GOA,1979,0.00,0.70,0.10,0.00,0.30,653.10,797.20,687.20,266.50,26.80,77.30,0.00,2509.20,0.70,0.40,2404.00,104.10,2977.68,2794.14,Hyper-Pluvial,-15.73,-13.96,-0.966,-0.855,2885.50,3103.40,3062.90,2671.80,-217.90,3017.27,3130.80,207.59,+6.43,0.03,0.02,95.81,4.15,1.521,-5.15,Normal,0
KONKAN & GOA,1980,0.00,0.00,0.00,3.50,2.90,877.70,749.90,851.80,166.40,20.70,26.10,25.20,2724.20,0.00,6.40,2645.80,72.00,2977.68,2794.14,Hyper-Pluvial,-8.51,-5.31,-0.523,-0.325,2509.20,2885.50,3103.40,2404.00,-376.30,2832.70,3015.30,326.56,-55.38,0.00,0.23,97.12,2.64,1.599,+27.47,Normal,0
KONKAN & GOA,1981,0.60,0.00,0.00,0.10,4.20,773.90,1073.00,708.60,480.60,59.10,24.50,0.10,3124.70,0.60,4.30,3036.10,83.70,2977.68,2794.14,Hyper-Pluvial,+4.94,+8.66,+0.303,+0.530,2724.20,2509.20,2885.50,2645.80,+215.00,2706.30,2857.04,220.24,-142.62,0.02,0.14,97.16,2.68,1.553,+12.39,Normal,0
KONKAN & GOA,1982,0.00,0.00,0.00,0.00,14.50,558.40,987.10,810.80,216.30,42.10,69.60,0.00,2698.80,0.00,14.50,2572.60,111.70,2977.68,2794.14,Hyper-Pluvial,-9.37,-7.93,-0.575,-0.486,3124.70,2724.20,2509.20,3036.10,+400.50,2786.03,2869.40,232.82,-105.55,0.00,0.54,95.32,4.14,1.505,-18.90,Normal,0
KONKAN & GOA,1983,0.00,0.00,0.00,0.30,0.40,655.30,1073.20,1331.20,638.80,102.40,9.70,3.20,3814.50,0.00,0.70,3698.50,115.30,2977.68,2794.14,Hyper-Pluvial,+28.10,+32.37,+1.725,+1.982,2698.80,3124.70,2724.20,2572.60,-425.90,2849.23,2788.48,206.22,-22.97,0.00,0.02,96.96,3.02,0.877,-4.83,Excess (Deluge),0
KONKAN & GOA,1984,0.00,0.20,0.10,0.90,0.30,728.00,1090.50,421.40,220.50,118.70,2.90,0.30,2583.80,0.20,1.30,2460.40,121.90,2977.68,2794.14,Hyper-Pluvial,-13.23,-11.94,-0.812,-0.731,3814.50,2698.80,3124.70,3698.50,+1115.70,3212.67,2974.28,465.47,+74.86,0.01,0.05,95.22,4.72,2.833,+5.73,Normal,0
KONKAN & GOA,1985,0.00,0.00,0.00,0.40,23.30,1000.00,921.30,663.10,153.10,204.80,2.50,0.00,2968.50,0.00,23.70,2737.50,207.30,2977.68,2794.14,Hyper-Pluvial,-0.31,-2.03,-0.019,-0.124,2583.80,3814.50,2698.80,2460.40,-1230.70,3032.37,2989.20,451.31,+24.57,0.00,0.80,92.22,6.98,2.354,+45.23,Normal,0
KONKAN & GOA,1986,0.00,0.00,0.00,0.10,1.00,777.20,543.20,670.90,65.00,15.60,53.60,1.00,2127.60,0.00,1.10,2056.30,70.20,2977.68,2794.14,Hyper-Pluvial,-28.55,-26.41,-1.752,-1.617,2968.50,2583.80,3814.50,2737.50,+384.70,3122.27,3038.06,432.82,-30.13,0.00,0.05,96.65,3.30,1.794,+12.87,Deficient (Moderate Drought),1
KONKAN & GOA,1987,0.00,0.00,0.00,0.60,9.00,612.00,832.20,835.60,149.30,166.80,20.20,9.30,2635.00,0.00,9.60,2429.10,196.30,2977.68,2794.14,Hyper-Pluvial,-11.51,-13.06,-0.706,-0.800,2127.60,2968.50,2583.80,2056.30,-840.90,2559.97,2838.64,558.43,-123.66,0.00,0.36,92.19,7.45,1.466,-11.12,Normal,0
KONKAN & GOA,1988,0.00,0.00,0.00,4.30,1.30,506.10,1432.10,664.40,617.90,66.90,0.00,0.00,3293.00,0.00,5.60,3220.50,66.90,2977.68,2794.14,Hyper-Pluvial,+10.59,+15.26,+0.650,+0.934,2635.00,2127.60,2968.50,2429.10,+507.40,2577.03,2825.88,562.20,-170.50,0.00,0.17,97.80,2.03,1.512,-26.50,Normal,0
KONKAN & GOA,1989,0.00,0.00,0.60,1.00,4.00,733.10,943.00,704.90,300.50,80.70,3.60,0.00,2771.40,0.00,5.60,2681.50,84.30,2977.68,2794.14,Hyper-Pluvial,-6.93,-4.03,-0.425,-0.247,3293.00,2635.00,2127.60,3220.50,+658.00,2685.20,2721.58,391.61,-129.75,0.00,0.20,96.76,3.04,1.667,+6.47,Normal,0
KONKAN & GOA,1990,0.00,0.00,0.10,0.00,193.90,802.10,873.70,1164.20,323.20,190.00,20.80,0.00,3568.00,0.00,194.00,3163.20,210.80,2977.68,2794.14,Hyper-Pluvial,+19.82,+13.21,+1.217,+0.809,2771.40,3293.00,2635.00,2681.50,-521.60,2899.80,2759.10,385.55,-103.53,0.00,5.44,88.65,5.91,1.127,+16.49,Normal,0
KONKAN & GOA,1991,0.00,0.00,0.00,6.40,14.70,759.20,1461.40,598.80,92.70,20.30,0.80,0.30,2954.60,0.00,21.10,2912.10,21.40,2977.68,2794.14,Hyper-Pluvial,-0.78,+4.22,-0.048,+0.259,3568.00,2771.40,3293.00,3163.20,+796.60,3210.80,2879.00,506.33,-19.15,0.00,0.71,98.56,0.72,3.211,+10.26,Normal,0
KONKAN & GOA,1992,0.00,0.00,0.00,0.00,6.20,493.00,822.90,1093.10,343.40,79.00,2.80,0.00,2840.40,0.00,6.20,2752.40,81.80,2977.68,2794.14,Hyper-Pluvial,-4.61,-1.49,-0.283,-0.091,2954.60,3568.00,2771.40,2912.10,-613.40,3098.00,3044.40,342.39,-36.16,0.00,0.22,96.90,2.88,0.916,-28.40,Normal,0
KONKAN & GOA,1993,0.00,0.00,0.60,0.10,11.40,587.70,1394.10,648.70,597.20,227.60,9.40,4.00,3480.80,0.00,12.10,3227.70,241.00,2977.68,2794.14,Hyper-Pluvial,+16.90,+15.52,+1.037,+0.950,2840.40,2954.60,3568.00,2752.40,-114.20,3121.00,3085.48,300.58,-22.00,0.00,0.35,92.73,6.92,1.591,-14.65,Normal,0
KONKAN & GOA,1994,1.30,0.00,0.00,12.50,11.70,784.80,1168.50,654.40,406.50,137.90,2.20,0.00,3179.80,1.30,24.20,3014.20,140.10,2977.68,2794.14,Hyper-Pluvial,+6.79,+7.88,+0.417,+0.482,3480.80,2840.40,2954.60,3227.70,+640.40,3091.93,3123.04,334.03,-55.37,0.04,0.76,94.79,4.41,1.841,+13.98,Normal,0
KONKAN & GOA,1995,3.50,0.00,0.00,3.30,15.30,345.90,1171.20,606.50,419.50,196.50,4.40,0.00,2766.10,3.50,18.60,2543.10,200.90,2977.68,2794.14,Hyper-Pluvial,-7.11,-8.98,-0.436,-0.550,3179.80,3480.80,2840.40,3014.20,-301.00,3167.00,3204.72,284.29,+4.23,0.13,0.67,91.94,7.26,1.479,-49.77,Normal,0
KONKAN & GOA,1996,0.10,0.00,0.00,0.60,1.40,535.70,1232.00,594.60,308.40,245.90,1.20,0.90,2920.80,0.10,2.00,2670.70,248.00,2977.68,2794.14,Hyper-Pluvial,-1.91,-4.42,-0.117,-0.271,2766.10,3179.80,3480.80,2543.10,-413.70,3142.23,3044.34,259.19,-16.01,0.00,0.07,91.44,8.49,1.958,-22.20,Normal,0
KONKAN & GOA,1997,2.60,0.00,0.80,1.80,0.20,757.90,1072.60,847.60,215.20,21.80,47.10,59.60,3027.20,2.60,2.80,2893.30,128.50,2977.68,2794.14,Hyper-Pluvial,+1.66,+3.55,+0.102,+0.217,2920.80,2766.10,3179.80,2670.70,+154.70,2955.57,3037.58,261.87,+63.31,0.09,0.09,95.58,4.24,1.722,+10.07,Normal,0
KONKAN & GOA,1998,0.00,0.00,0.00,0.00,9.70,671.30,909.10,758.30,561.80,280.00,44.30,0.10,3234.60,0.00,9.70,2900.50,324.40,2977.68,2794.14,Hyper-Pluvial,+8.63,+3.81,+0.530,+0.233,3027.20,2920.80,2766.10,2893.30,+106.40,2904.70,3074.94,243.78,+102.53,0.00,0.30,89.67,10.03,1.197,-2.51,Normal,0
KONKAN & GOA,1999,0.00,0.00,0.00,0.00,67.10,978.70,1105.10,283.70,297.10,179.70,0.70,0.00,2912.10,0.00,67.10,2664.60,180.40,2977.68,2794.14,Hyper-Pluvial,-2.20,-4.64,-0.135,-0.284,3234.60,3027.20,2920.80,2900.50,+207.40,3060.87,3025.70,170.75,+96.69,0.00,2.30,91.50,6.19,3.588,+42.14,Normal,0
KONKAN & GOA,2000,1.20,0.00,0.00,0.90,190.30,739.40,1200.40,789.50,111.90,91.80,1.60,6.20,3133.20,1.20,191.20,2841.20,99.60,2977.68,2794.14,Hyper-Pluvial,+5.22,+1.68,+0.321,+0.103,2912.10,3234.60,3027.20,2664.60,-322.50,3057.97,2972.16,155.31,+110.76,0.04,6.10,90.68,3.18,2.152,+7.38,Normal,0
KONKAN & GOA,2001,5.60,0.00,0.00,2.80,59.60,540.10,873.40,611.30,207.90,91.60,3.10,0.00,2395.40,5.60,62.40,2232.70,94.70,2977.68,2794.14,Hyper-Pluvial,-19.55,-20.09,-1.200,-1.230,3133.20,2912.10,3234.60,2841.20,+221.10,3093.30,3045.58,124.20,+67.28,0.23,2.60,93.21,3.95,1.725,-21.56,Deficient (Moderate Drought),1
KONKAN & GOA,2002,0.00,0.00,0.10,2.80,9.40,942.00,452.80,834.50,217.10,75.30,3.00,0.30,2537.30,0.00,12.30,2446.40,78.60,2977.68,2794.14,Hyper-Pluvial,-14.79,-12.45,-0.908,-0.762,2395.40,3133.20,2912.10,2232.70,-737.80,2813.57,2940.50,292.95,+11.36,0.00,0.48,96.42,3.10,1.326,+36.81,Normal,0
KONKAN & GOA,2003,0.50,0.60,0.80,1.20,11.20,865.30,1013.90,593.70,298.70,54.40,1.90,0.00,2842.20,1.10,13.20,2771.60,56.30,2977.68,2794.14,Hyper-Pluvial,-4.55,-0.81,-0.279,-0.049,2537.30,2395.40,3133.20,2446.40,+141.90,2688.63,2842.52,327.46,-18.95,0.04,0.46,97.52,1.98,2.106,+25.67,Normal,0
KONKAN & GOA,2004,0.00,0.00,0.00,10.40,46.90,678.60,902.30,1011.50,293.30,32.90,10.20,0.00,2986.10,0.00,57.30,2885.70,43.10,2977.68,2794.14,Hyper-Pluvial,+0.28,+3.28,+0.017,+0.201,2842.20,2537.30,2395.40,2771.60,+304.90,2591.63,2764.04,265.19,-82.81,0.00,1.92,96.64,1.44,1.212,-1.45,Normal,0
KONKAN & GOA,2005,1.30,0.10,1.90,4.00,9.80,730.20,1340.90,772.20,678.80,76.50,0.00,0.10,3615.80,1.40,15.70,3522.10,76.60,2977.68,2794.14,Hyper-Pluvial,+21.43,+26.05,+1.315,+1.595,2986.10,2842.20,2537.30,2885.70,+143.90,2788.53,2778.84,274.92,-102.18,0.04,0.43,97.41,2.12,1.427,+6.05,Excess (Deluge),0
